"id","asset_id","state","ordering","checked_out","checked_out_time","created_by","modified_by","country","stateprov_name","stateprov_id","game_id","game_name","draw_date","draw_results","next_draw_date","next_jackpot","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelveth","thirtheenth","fourteenth","fifteenth","sixteenth","seventeenth","eighteenth","nineteenth","twentieth","twenty_first","twenty_second","twenty_third","twenty_fourth","twenty_fifth"
"78","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-04 00:00:00","15-18-26-31-36,20",NULL,"31000000","15","18","26","31","36","20",,,,,,,,,,,,,,,,,,,
"79","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-07 00:00:00","06-12-19-24-34,18",NULL,"31000000","06","12","19","24","34","18",,,,,,,,,,,,,,,,,,,
"80","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-11 00:00:00","03-06-26-39-48,28",NULL,"31000000","03","06","26","39","48","28",,,,,,,,,,,,,,,,,,,
"81","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-14 00:00:00","05-14-26-31-40,29",NULL,"31000000","05","14","26","31","40","29",,,,,,,,,,,,,,,,,,,
"82","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-18 00:00:00","06-27-32-42-44,10",NULL,"31000000","06","27","32","42","44","10",,,,,,,,,,,,,,,,,,,
"83","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-21 00:00:00","03-11-28-40-45,33",NULL,"31000000","03","11","28","40","45","33",,,,,,,,,,,,,,,,,,,
"84","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-25 00:00:00","01-12-23-36-49,09",NULL,"31000000","01","12","23","36","49","09",,,,,,,,,,,,,,,,,,,
"85","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-09-28 00:00:00","12-22-24-31-35,08",NULL,"31000000","12","22","24","31","35","08",,,,,,,,,,,,,,,,,,,
"86","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-02 00:00:00","02-04-05-38-43,34",NULL,"31000000","02","04","05","38","43","34",,,,,,,,,,,,,,,,,,,
"87","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-05 00:00:00","14-19-22-39-43,12",NULL,"31000000","14","19","22","39","43","12",,,,,,,,,,,,,,,,,,,
"88","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-09 00:00:00","09-10-38-42-43,05",NULL,"31000000","09","10","38","42","43","05",,,,,,,,,,,,,,,,,,,
"89","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-12 00:00:00","23-26-46-49-52,28",NULL,"31000000","23","26","46","49","52","28",,,,,,,,,,,,,,,,,,,
"90","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-16 00:00:00","08-11-24-31-37,41",NULL,"31000000","08","11","24","31","37","41",,,,,,,,,,,,,,,,,,,
"91","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-19 00:00:00","04-18-20-25-42,29",NULL,"31000000","04","18","20","25","42","29",,,,,,,,,,,,,,,,,,,
"92","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-23 00:00:00","02-14-18-30-31,36",NULL,"31000000","02","14","18","30","31","36",,,,,,,,,,,,,,,,,,,
"93","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-26 00:00:00","12-14-27-33-39,41",NULL,"31000000","12","14","27","33","39","41",,,,,,,,,,,,,,,,,,,
"94","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-10-30 00:00:00","09-16-19-23-41,12",NULL,"31000000","09","16","19","23","41","12",,,,,,,,,,,,,,,,,,,
"95","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-02 00:00:00","08-15-32-34-35,34",NULL,"31000000","08","15","32","34","35","34",,,,,,,,,,,,,,,,,,,
"96","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-06 00:00:00","09-11-12-17-19,23",NULL,"31000000","09","11","12","17","19","23",,,,,,,,,,,,,,,,,,,
"97","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-09 00:00:00","30-36-38-40-53,08",NULL,"31000000","30","36","38","40","53","08",,,,,,,,,,,,,,,,,,,
"98","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-13 00:00:00","18-23-31-38-50,20",NULL,"31000000","18","23","31","38","50","20",,,,,,,,,,,,,,,,,,,
"99","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-16 00:00:00","32-33-35-40-51,01",NULL,"31000000","32","33","35","40","51","01",,,,,,,,,,,,,,,,,,,
"100","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-20 00:00:00","14-21-22-29-44,03",NULL,"31000000","14","21","22","29","44","03",,,,,,,,,,,,,,,,,,,
"101","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-23 00:00:00","15-16-19-21-49,05",NULL,"31000000","15","16","19","21","49","05",,,,,,,,,,,,,,,,,,,
"102","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-27 00:00:00","01-20-25-40-53,19",NULL,"31000000","01","20","25","40","53","19",,,,,,,,,,,,,,,,,,,
"103","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-11-30 00:00:00","01-04-19-21-29,08",NULL,"31000000","01","04","19","21","29","08",,,,,,,,,,,,,,,,,,,
"104","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-04 00:00:00","13-20-21-35-40,35",NULL,"31000000","13","20","21","35","40","35",,,,,,,,,,,,,,,,,,,
"105","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-07 00:00:00","03-17-27-32-48,01",NULL,"31000000","03","17","27","32","48","01",,,,,,,,,,,,,,,,,,,
"106","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-11 00:00:00","06-12-14-22-33,21",NULL,"31000000","06","12","14","22","33","21",,,,,,,,,,,,,,,,,,,
"107","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-14 00:00:00","08-17-24-42-44,37",NULL,"31000000","08","17","24","42","44","37",,,,,,,,,,,,,,,,,,,
"108","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-18 00:00:00","02-14-33-50-52,22",NULL,"31000000","02","14","33","50","52","22",,,,,,,,,,,,,,,,,,,
"109","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-21 00:00:00","05-22-34-39-52,30",NULL,"31000000","05","22","34","39","52","30",,,,,,,,,,,,,,,,,,,
"110","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-25 00:00:00","05-14-16-29-53,07",NULL,"31000000","05","14","16","29","53","07",,,,,,,,,,,,,,,,,,,
"111","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2002-12-28 00:00:00","02-15-38-43-50,29",NULL,"31000000","02","15","38","43","50","29",,,,,,,,,,,,,,,,,,,
"112","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2003-01-01 00:00:00","18-34-42-43-53,17",NULL,"31000000","18","34","42","43","53","17",,,,,,,,,,,,,,,,,,,
"113","0","1","0",NULL,NULL,"0","0","usa","Arizona","AZ","101","Powerball","2003-01-04 00:00:00","01-11-37-39-40,23",NULL,"31000000","01","11","37","39","40","23",,,,,,,,,,,,,,,,,,,
